3	2	1
4	2	1
5	2	1
6	2	1
7	2	1
12	2	1
13	2	1
15	2	1
17	2	1
18	2	1
20	2	1
22	2	1
23	2	1
25	2	1
28	2	1
30	2	1
42	2	1
43	2	1
44	2	1
47	2	1
48	2	1
49	2	1
52	2	1
56	2	1
57	2	1
58	2	1
59	2	1
69	2	1
70	2	1
72	2	1
73	2	1
78	2	1
81	2	1
83	2	1
84	2	1
86	2	1
89	2	1
90	2	1
91	2	1
92	2	1
95	2	1
96	2	1
97	2	1
99	2	1
102	2	1
104	2	1
105	2	1
109	2	1
112	2	1
117	2	1
119	2	1
120	2	1
121	2	0
122	2	0
123	2	0
124	2	0
125	2	0
126	2	0
127	2	0
128	2	0
129	2	0
130	2	0
131	2	0
132	2	0
133	2	0
134	2	0
13	139	1
140	139	1
46	139	1
142	139	1
23	139	1
148	139	1
150	139	1
152	139	1
56	139	1
158	139	1
138	139	1
159	139	1
48	139	1
160	139	1
87	139	1
60	139	1
162	139	1
163	139	1
166	139	1
167	139	1
169	139	1
170	139	1
171	139	1
173	139	1
17	139	1
175	139	1
54	139	1
177	139	1
179	139	1
181	139	1
185	139	1
27	139	1
187	139	1
31	139	1
190	139	1
135	139	1
112	139	1
192	139	1
194	139	1
99	139	1
196	139	1
55	139	1
199	139	1
130	139	1
206	139	1
25	139	1
207	139	1
88	139	1
93	139	1
52	139	1
209	139	1
85	139	1
211	139	1
212	139	1
62	139	1
123	139	0
213	139	0
217	216	1
190	216	1
218	216	1
219	216	1
221	216	1
4	216	1
73	216	1
224	216	1
22	216	1
226	216	1
227	216	1
124	216	1
228	216	1
230	216	1
231	216	1
53	216	1
232	216	1
6	216	1
61	216	1
234	216	1
112	216	1
236	216	1
237	216	1
12	216	1
44	216	1
114	216	1
240	216	1
242	216	1
32	216	1
245	216	1
247	216	1
248	216	1
62	216	1
250	216	1
251	216	1
252	216	1
208	216	1
254	216	1
255	216	1
256	216	1
257	216	1
258	216	1
259	216	1
261	216	1
264	216	1
265	216	1
97	216	1
270	216	1
271	216	1
272	216	1
273	216	1
134	216	1
59	216	1
150	216	1
280	216	0
13	216	0
281	216	0
128	216	0
282	216	0
123	216	0
46	216	0
130	216	0
283	216	0
214	216	0
284	216	0
285	216	0
169	216	0
286	216	0
28	216	0
41	216	0
16	216	0
287	216	0
34	216	0
288	216	0
29	216	0
289	216	0
290	216	0
291	216	0
292	216	0
129	216	0
293	216	0
294	216	0
295	216	0
296	216	0
134	4	1
218	4	1
152	4	1
231	4	1
303	4	1
71	4	1
46	4	1
267	4	1
22	4	1
194	4	1
304	4	1
11	4	1
54	4	1
308	4	1
55	4	1
166	4	1
253	4	1
313	4	1
104	4	1
158	4	1
20	4	1
314	4	1
315	4	1
114	4	1
316	4	1
68	4	1
208	4	1
291	4	1
224	4	1
75	4	1
183	4	1
269	4	1
324	4	1
99	4	1
80	4	1
189	4	1
282	4	0
214	4	0
7	4	0
326	4	0
327	4	0
328	4	0
29	4	0
203	4	0
20	329	1
330	329	1
38	329	1
158	329	1
332	329	1
335	329	1
337	329	1
224	329	1
32	329	1
103	329	1
42	329	1
111	329	1
343	329	1
17	329	1
315	329	1
286	329	1
349	329	1
352	329	1
354	329	1
86	329	1
355	329	1
357	329	1
359	329	1
233	329	1
363	329	1
299	329	1
367	329	1
368	329	1
203	329	1
370	329	1
371	329	1
249	329	1
114	329	1
166	329	1
200	329	1
374	329	1
375	329	1
264	329	1
376	329	1
266	329	1
377	329	1
379	329	1
302	329	1
295	329	1
380	329	1
98	329	1
382	329	1
384	329	0
55	329	0
282	329	0
385	329	0
112	329	0
165	329	0
386	329	0
113	329	0
64	329	0
4	329	0
305	329	0
11	329	0
387	329	0
136	329	0
207	329	0
388	329	0
101	329	0
41	329	0
175	329	0
160	329	0
389	329	0
390	329	0
319	329	0
124	329	0
317	329	0
218	329	0
391	329	0
214	329	0
323	329	0
299	335	1
190	335	1
399	335	1
176	335	1
30	335	1
134	335	1
269	335	1
148	335	1
400	335	1
404	335	1
142	335	1
43	335	1
6	335	1
407	335	1
140	335	1
11	335	1
408	335	1
367	335	1
409	335	1
223	335	1
413	335	1
240	335	1
28	335	1
67	335	1
20	335	1
416	335	1
417	335	1
418	335	1
146	335	1
379	335	1
23	335	1
419	335	1
420	335	1
421	335	1
110	335	1
422	335	1
308	335	1
168	335	1
100	335	1
283	335	1
135	335	1
29	335	1
193	335	1
7	335	1
169	335	1
187	335	1
315	335	1
428	335	1
209	335	1
429	335	1
131	335	1
55	335	1
438	335	1
441	335	1
237	335	0
123	335	0
442	335	0
254	243	1
407	243	1
304	243	1
16	243	1
4	243	1
46	243	1
135	243	1
443	243	1
247	243	1
365	243	1
50	243	1
269	243	1
444	243	1
446	243	1
360	243	1
143	243	1
257	243	1
447	243	1
449	243	1
402	243	1
414	243	1
195	243	1
41	243	1
55	243	1
315	243	1
34	243	1
290	243	1
113	243	1
20	243	1
208	243	1
299	243	1
43	243	1
77	243	1
212	243	1
112	243	1
302	243	1
223	243	1
395	243	1
98	243	1
115	243	1
396	243	1
207	243	1
61	243	1
103	243	1
79	243	1
214	243	1
86	243	1
80	243	1
306	243	1
461	243	1
462	243	1
463	243	1
238	243	1
388	243	1
464	243	1
465	243	1
373	243	1
216	243	1
225	243	1
101	243	1
114	243	0
345	243	0
169	243	0
128	243	0
13	243	0
346	243	0
467	243	0
203	243	0
468	243	0
287	243	0
313	243	0
124	243	0
469	243	0
472	471	1
77	471	1
475	471	1
247	471	1
124	471	1
135	471	1
112	471	1
477	471	1
13	471	1
28	471	1
20	471	1
47	471	1
158	471	1
108	471	1
25	471	1
48	471	1
175	471	1
10	471	1
146	471	1
209	471	1
11	471	1
315	471	1
6	471	1
480	471	1
37	471	1
16	471	1
481	471	1
80	471	1
169	471	1
197	471	1
171	471	1
185	471	1
487	471	1
69	471	1
224	471	1
203	471	0
394	471	0
134	471	0
126	471	0
491	471	0
168	471	0
130	471	0
17	6	1
382	6	1
138	6	1
493	6	1
2	6	1
157	6	1
186	6	1
59	6	1
154	6	1
135	6	1
318	6	1
20	6	1
51	6	1
64	6	1
13	6	1
495	6	1
22	6	1
496	6	1
497	6	1
261	6	1
498	6	1
104	6	1
55	6	1
499	6	1
42	6	1
77	6	1
98	6	1
218	6	1
38	6	1
202	6	1
358	6	1
181	6	1
16	6	0
126	6	0
46	6	0
29	6	0
237	6	0
134	6	0
239	6	0
112	6	0
130	6	0
268	6	0
60	6	0
208	6	0
253	6	0
291	6	0
214	6	0
123	6	0
345	6	0
125	6	0
296	6	0
469	6	0
322	6	0
282	6	0
87	101	1
46	101	1
11	101	1
158	101	1
42	101	1
146	101	1
247	101	1
55	101	1
15	101	1
177	101	1
137	101	1
224	101	1
74	101	1
416	101	1
112	101	1
110	101	1
58	101	1
299	101	1
28	101	1
123	101	1
104	101	1
114	101	1
99	101	1
379	101	1
47	101	1
187	101	1
85	101	1
103	101	1
59	101	1
282	101	1
44	101	1
206	101	1
120	101	0
158	408	1
140	408	1
31	408	1
15	408	1
55	408	1
104	408	1
11	408	1
247	408	1
87	408	1
29	408	1
113	408	1
48	408	1
64	408	1
46	408	1
443	408	1
98	408	1
41	408	1
27	408	1
407	408	1
143	408	1
211	408	1
137	408	1
413	408	1
39	408	1
69	408	1
18	408	1
258	408	1
126	408	1
101	408	1
202	408	1
209	408	1
134	408	0
238	408	0
12	408	0
442	408	0
203	408	0
138	408	0
169	408	0
50	9	1
112	9	1
51	9	1
461	9	1
131	9	1
436	9	1
56	9	1
207	9	1
104	9	1
43	9	1
302	9	1
337	9	1
42	9	1
218	9	1
418	9	1
75	9	1
186	9	1
24	9	1
11	9	1
95	9	1
13	9	1
206	9	1
20	9	1
60	9	1
208	9	1
37	9	1
40	9	1
209	9	1
230	9	1
390	9	1
126	9	0
124	9	0
17	12	1
16	12	1
36	12	1
360	12	1
98	12	1
28	12	1
114	12	1
85	12	1
43	12	1
4	12	1
6	12	1
313	12	1
138	12	1
42	12	1
211	12	1
349	12	1
51	12	1
77	12	1
113	12	1
241	12	1
267	12	1
20	12	1
272	12	1
63	12	1
108	12	1
97	12	1
135	12	1
105	12	1
448	12	1
158	12	1
436	12	1
217	12	1
39	12	1
495	12	1
55	12	0
124	12	0
182	12	0
450	12	0
134	12	0
7	12	0
112	12	0
337	12	0
318	12	0
203	12	0
130	12	0
195	12	0
323	12	0
465	12	0
468	12	0
268	12	0
431	12	0
123	12	0
320	12	0
104	12	0
390	12	0
45	12	0
256	12	0
247	152	1
13	152	1
298	152	1
202	152	1
20	152	1
75	152	1
311	152	1
61	152	1
138	152	1
37	152	1
31	152	1
279	152	1
113	152	1
6	152	1
142	152	1
134	152	1
16	152	1
158	152	1
15	152	1
43	152	1
10	152	1
390	152	1
47	152	1
7	152	1
305	152	1
261	152	1
460	152	1
208	152	1
99	152	1
291	152	1
282	152	1
114	152	1
274	152	1
436	152	1
358	152	1
238	152	1
17	152	1
426	152	1
85	152	1
207	152	1
394	152	0
276	10	1
28	10	1
237	10	1
46	10	1
336	10	1
16	10	1
134	10	1
18	10	1
80	10	1
189	10	1
158	10	1
211	10	1
394	10	1
205	10	1
343	10	1
61	10	1
20	10	1
373	10	1
358	10	1
209	10	1
53	10	1
159	10	1
112	10	0
239	10	0
247	10	0
97	10	0
255	10	0
29	10	0
150	10	0
154	10	0
44	10	0
465	10	0
124	10	0
328	10	0
243	10	0
59	10	0
499	10	0
352	10	0
113	10	0
86	10	0
497	10	0
266	10	0
254	10	0
498	10	0
58	10	0
64	10	0
136	10	0
446	10	0
289	10	0
60	10	0
195	10	0
165	10	0
452	10	0
200	10	0
338	10	0
104	10	0
35	10	0
402	10	0
393	10	0
249	10	0
308	241	1
328	241	1
224	241	1
233	241	1
134	241	1
458	241	0
406	241	0
322	241	0
64	241	0
206	241	0
305	241	0
207	241	0
5	241	0
138	241	0
16	37	1
12	37	1
18	37	1
55	37	1
36	37	1
363	37	1
43	37	1
134	37	1
218	37	1
75	37	1
20	37	1
11	37	1
6	37	1
324	37	1
323	37	1
447	37	1
29	37	1
44	37	1
60	37	1
95	37	1
94	37	1
101	37	1
328	37	1
431	37	1
187	37	1
4	37	1
354	37	1
104	37	1
495	37	1
98	37	1
259	37	1
357	37	1
